,name,ratings,date,helpful vote,comment,preprocessed_comment,pos_comment
28,비승뀨,1,2019년 4월 5일,4,왜 갑자기안되는거죠? 업데이트떠서 업데이트햇더니 인식을안하네요 클로바 껏다켜도 안되고 디바이스연결 눌러도 계속 안됩니다. 일시적장애가 발생했다는데 일시적이 아니라 지속적이네요.,왜 갑자기안되는거죠? 업데이트떠서 업데이트햇더니 인식을안하네요 클로바 껏다켜도 안되고 디바이스연결 눌러도 계속 안됩니다. 일시적장애가 발생했다는데 일시적이 아니라 지속적이네요.,왜 갑자기 안 되 는 거 죠 ? 업데이트 뜨 어서 업데이트햇더니 인식을안하네요 클로바 끄 엇 다 켜 어도 안 되 고 디바이스연결 누르 어도 계속 안 되 ㅂ니다 . 일시적장애 가 발생 하 았 다는데 일시 적 이 아니 이 라 지속 적 이 네요 .
29,안지,1,2019년 5월 1일,0,앱 알림벳지좀 없애주세요ㅠㅠ 뭐가 문젠지 안없어지네요...하...,앱 알림벳지좀 없애주세요ㅠㅠ 뭐가 문젠지 안없어지네요...하...,앱 알림벳지좀 없애주세요ㅠㅠ 뭐 가 문제 ㄴ지 안 없어 지 네요 ... 하 ...
30,ARA SONG,1,2019년 4월 9일,0,언제부턴가 클로바 디바이스가 계속 오프라인이예여. 앱 재설치하고 디바이스 연결해제하고 다시 연결 수십번 해도 똑같네요. 쓰지 말라는건지....,언제부턴가 클로바 디바이스가 계속 오프라인이예여. 앱 재설치하고 디바이스 연결해제하고 다시 연결 수십번 해도 똑같네요. 쓰지 말라는건지,언제 부터 ㄴ가 클로바 디바이스 가 계속 오프라인이예여 . 앱 재설치 하 고 디바이스 연결해제 하 고 다시 연결 수십 번 하 아도 똑같 네요 . 쓰 지 말라 는 걸 ㄴ지
31,정재원,4,2019년 4월 9일,0,다 좋은데 노래 재생할때 랜덤으로 재생하는 기능 넣어주시면 정말 감사하겠습니다... 그리고 제가 설정한 재생목록 이름 말했을때 재생되는 기능도요.,다 좋은데 노래 재생할때 랜덤으로 재생하는 기능 넣어주시면 정말 감사하겠습니다... 그리고 제가 설정한 재생목록 이름 말했을때 재생되는 기능도요.,다 좋 은데 노래 재생 하 ㄹ 때 랜덤 으로 재생하 는 기능 넣 어 주 시 면 정말 감사 하 겠 습니다 ... 그리고 제가 설정 하 ㄴ 재생목록 이름 말 하 았 을 때 재생되 는 기능도요 .
32,이옥경,1,2019년 4월 17일,1,안녕하세요 어플까는데 약관동의체크를 다했는데도 동의버튼이 안눌러져요ㅜㅜ왜그러죠,안녕하세요 어플까는데 약관동의체크를 다했는데도 동의버튼이 안눌러져요ㅜㅜ왜그러죠,안녕하세요 어플까는데 약관동의체크 를 다 하 았 는데 도 동의버튼 이 안눌러져요ㅜㅜ왜그러죠
33,이용환,1,2019년 4월 5일,1,바이브 업데이트 후 AI스피커에서 1분 음악재생만 되네요. 전 유료결재 이용자입니다. 이건 뭐하는건가요,바이브 업데이트 후 AI스피커에서 1분 음악재생만 되네요. 전 유료결재 이용자입니다. 이건 뭐하는건가요,바이브 업데이트 후 AI스피커 에서 1 분 음악재생 만 되 네요 . 전 유료결재 이용자 이 ㅂ니다 . 이건 뭐 하 는 건가요
34,변상현,1,2019년 4월 2일,0,잘쓰다가 갑자기 연결 끊김이라고 뜨고 성남시 분당 날씨밖에 안알려줌. 더시 연결 완료 해도 연결 끊김이라고 뜸,잘쓰다가 갑자기 연결 끊김이라고 뜨고 성남시 분당 날씨밖에 안알려줌. 더시 연결 완료 해도 연결 끊김이라고 뜸,잘 쓰 다가 갑자기 연결 끊기 ㅁ 이 라고 뜨 고 성남시 분당 날씨 밖에 안 알리 어 주 ㅁ . 더 시 연결 완료 하 아도 연결 끊기 ㅁ 이 라고 뜸
35,전후남,1,2019년 4월 28일,0,클로바 사용자 동의 버튼을 눌려도 진행되지 않아요 어떡하지요,클로바 사용자 동의 버튼을 눌려도 진행되지 않아요 어떡하지요,클로바 사용자 동의 버튼 을 눌리 어도 진행 되 지 않 아요 어떡하지 요
36,박성훈,3,2019년 4월 11일,0,클로바랑 글자로 말하고 글자로 검색하고 음성인식이 힘든경우에는 쓸수긴 없네요 문자입력만 가능하면 만점입니다,클로바랑 글자로 말하고 글자로 검색하고 음성인식이 힘든경우에는 쓸수긴 없네요 문자입력만 가능하면 만점입니다,클로바 랑 글자 로 말 하 고 글자 로 검색 하 고 음성인식 이 힘들 ㄴ 경우 에 는 쓰 ㄹ 수 이 기 ㄴ 없 네요 문자입력 만 가능 하 면 만점 이 ㅂ니다
37,곽창수,2,2019년 4월 22일,1,서비스 인증실패 왜그런가요?,서비스 인증실패 왜그런가요?,서비스 인증실패 왜 그러 ㄴ가요 ?
38,이폭스,2,2019년 3월 2일,6,네이버뮤직 연동하다가 벅스뮤직으로 바꿨는데 클로바앱을 통해서 벅스뮤직 이용권확인 연동도 된 상태이나 1분 듣기로 재생됨 폰에서는 정상적으로 재생됨. 클로바 계정 해지했다가 다시 연동해도 동일함 짜증폭발,네이버뮤직 연동하다가 벅스뮤직으로 바꿨는데 클로바앱을 통해서 벅스뮤직 이용권확인 연동도 된 상태이나 1분 듣기로 재생됨 폰에서는 정상적으로 재생됨. 클로바 계정 해지했다가 다시 연동해도 동일함 짜증폭발,네이버뮤직 연동 하 다가 벅스뮤직 으로 바꾸 었 는데 클로바앱을 통하 아서 벅스뮤직 이용권 확인 연동 도 되 ㄴ 상태 이나 1 분 듣기 로 재생 되 ㅁ 폰 에서 는 정상 적 으로 재생 되 ㅁ . 클로바 계정 해지 하 았 다가 다시 연동 하 아도 동일 하 ㅁ 짜증폭발
39,세정파,3,2019년 4월 11일,0,저는 음악을 멜론에서 듣는데 클로바에서 노래 스트리밍을 멜론을 못 해서 조금 아쉽습니다.,저는 음악을 멜론에서 듣는데 클로바에서 노래 스트리밍을 멜론을 못 해서 조금 아쉽습니다.,저 는 음악 을 멜론 에서 듣 는데 클로바 에서 노래 스트리밍 을 멜론 을 못 하 아서 조금 아쉽 습니다 .
40,진성민,1,2019년 4월 13일,0,깔았는데 로그인이 안됩니다. LG U+ 구요 단말기는 v30입니다.,깔았는데 로그인이 안됩니다. LG U 구요 단말기는 v30입니다.,깔 았 는데 로그인 이 안 되 ㅂ니다 . LG U 구요 단말기 는 v30 이 ㅂ니다 .
41,Minah Lee,1,2019년 3월 14일,0,쓰레기앱이네요 어플에서 알람설정못하게 막으면 뭐하러 저딴 ai같지도않은 기계 씁니까? 가끔가다 말귀도못알아먹던데 그리고 음악 검색하는것도 어플에서 할수있게끔 해주던가,쓰레기앱이네요 어플에서 알람설정못하게 막으면 뭐하러 저딴 ai같지도않은 기계 씁니까? 가끔가다 말귀도못알아먹던데 그리고 음악 검색하는것도 어플에서 할수있게끔 해주던가,쓰레기앱이네요 어플에서 알람설정못 하 게 막 으면 뭐 하 러 저딴 ai 같 지도 않 은 기계 쓰 ㅂ니까 ? 가끔가다 말귀도못알아먹던데 그리고 음악 검색 하 는 것 도 어플에서 하 ㄹ 수 있 게끔 해주 덜 ㄴ가
42,이대현,5,2019년 4월 26일,0,샤오미 2세대 무선선풍기좀 연동해주세요...,샤오미 2세대 무선선풍기좀 연동해주세요...,샤오미 2 세대 무선선풍기좀 연동 해 주세 요 ...
43,장유민,4,2019년 2월 27일,0,제가 다 좋은데 네이버 계정이 없어서 만들려고 하는데 가입하기를 눌러듀 계속 가입이 안되서요. 제 폰이 이상한건가요?,제가 다 좋은데 네이버 계정이 없어서 만들려고 하는데 가입하기를 눌러듀 계속 가입이 안되서요. 제 폰이 이상한건가요?,제가 다 좋 은데 네이버 계정 이 없어 서 만들 려고 하 는데 가입 하 기 를 눌러듀 계속 가입 이 안되서요 . 제 폰 이 이상 하 ㄴ 건가요 ?
44,김승현,4,2019년 5월 8일,0,다 좋은데 스마트홈에서 SmartThings 추가해주세요,다 좋은데 스마트홈에서 SmartThings 추가해주세요,다 좋 은데 스마트홈 에서 SmartThings 추가 해 주세 요
45,김강산,1,2019년 4월 4일,0,벅스 본인인증 확인 여부: 본인인증 안됨 이거 어떻게 해결하는지 빨리 말해라,벅스 본인인증 확인 여부 본인인증 안됨 이거 어떻게 해결하는지 빨리 말해라,벅스 본인인증 확인 여부 본인인증 안 되 ㅁ 이거 어떻 게 해결 하 는지 빨리 말 하 아라
46,Google 사용자,1,2019년 3월 5일,0,네이버 로그인 안되요... 인터넷으로 열기하면 없는페이지라는데요?,네이버 로그인 안되요... 인터넷으로 열기하면 없는페이지라는데요?,네이버 로그인 안 되 요 ... 인터넷 으로 열기 하 면 없 는 페이 지라 는데요 ?
47,tristan kwon,1,2019년 4월 15일,1,필립스휴 연동이 업데이트 이후로 왜 안되죠?,필립스휴 연동이 업데이트 이후로 왜 안되죠?,필립스휴 연동 이 업데이트 이후 로 왜 안 되 죠 ?
48,박상윤,1,2019년 4월 11일,0,이용 약관에 동의를 못한다고 계속뜨는데 뭐가문젭니까,이용 약관에 동의를 못한다고 계속뜨는데 뭐가문젭니까,이용 약관 에 동의 를 못하 ㄴ다고 계속 뜨 는데 뭐 가 문제 ㅂ니까
49,댕이와바견씨,1,2019년 3월 19일,0,클로바는 틀로바앱을 실행해야 대답울하네요..ok구글처럼앱실향안해도되개햐주실수잇나요?,클로바는 틀로바앱을 실행해야 대답울하네요 ?,클로바 는 틀로바앱을 실행 하 아야 대답울하네요 ?
50,가비나무gabinamu,1,2019년 4월 4일,0,네이버 로긴이안됨. 어쩌라는건지. 답변도없고. 에라이.,네이버 로긴이안됨. 어쩌라는건지. 답변도없고. 에라이.,네이버 로긴이안됨 . 어쩌 라는 건 지 . 답변 도 없 고 . 에라 이 .
51,이진희,2,2019년 2월 13일,1,뮤직앱 지니사용자입니다. 클로바 내에서 음악순서 변경을 해도 완료 버튼을 누르면 변경 전으로 돌아갑니다. 즉 음악순서가 변경이 안됩니다. 그리고 2001년 인기음악 과 같은 방식으로 년도별 음악 재생이 가능해지면 좋겠습니다.,뮤직앱 지니사용자입니다. 클로바 내에서 음악순서 변경을 해도 완료 버튼을 누르면 변경 전으로 돌아갑니다. 즉 음악순서가 변경이 안됩니다. 그리고 2001년 인기음악 과 같은 방식으로 년도별 음악 재생이 가능해지면 좋겠습니다.,뮤직앱 지니사용자 이 ㅂ니다 . 클로바 내 에서 음악순서 변경 을 하 아도 완료 버튼 을 누르 면 변경 전 으로 돌아가 ㅂ니다 . 즉 음악순서 가 변경 이 안 되 ㅂ니다 . 그리고 2001 년 인기음악 과 같 은 방식 으로 년대 별 음악 재생 이 가능 해지 이 면 좋 겠 습니다 .
52,성원박,5,2019년 5월 6일,0,조은데 자꾸 boycold youth! 틀라고 했는데 boycold 뉴스 틀어줌ㅔ,조은데 자꾸 boycold youth! 틀라고 했는데 boycold 뉴스 틀어줌ㅔ,조은데 자꾸 boycold youth ! 틀 라고 하 았 는데 boycold 뉴스 틀 어 주 메
53,김승만,5,2019년 4월 9일,0,비밀번호를수시로설정해야되니쪼금불편하고수정할수있는지,비밀번호를수시로설정해야되니쪼금불편하고수정할수있는지,비밀번호를수시로설정해야되니쪼금불편하고수정할수있는지
54,Google 사용자,1,2018년 12월 31일,15,백그라운드에서 시시때때로 사용자의 카메라를 점유하는 악질 스파이웨어나 다름없습니다. 설치하시는 분들은 주의하세요. 플래쉬나 카메라를 쓸 수가 없는 상황이 종종 발생합니다. 이 앱을 제거하는 즉시 복구되며 제거하지 않으려면 재부팅해야 합니다.,백그라운드에서 시시때때로 사용자의 카메라를 점유하는 악질 스파이웨어나 다름없습니다. 설치하시는 분들은 주의하세요. 플래쉬나 카메라를 쓸 수가 없는 상황이 종종 발생합니다. 이 앱을 제거하는 즉시 복구되며 제거하지 않으려면 재부팅해야 합니다.,백그라운드 에서 시시때때 로 사용자 의 카메라 를 점유 하 는 악질 스파이웨어 나 다름없 습니다 . 설치하시 는 분 들 은 주의 하 시 어요 . 플래쉬 나 카메라 를 쓰 ㄹ 수 가 없 는 상황 이 종종 발생 하 ㅂ니다 . 이 앱을 제거 하 는 즉시 복구 되 며 제거 하지 않 으려면 재부팅 하 아야 하 ㅂ니다 .
55,lu Kim,5,2019년 4월 5일,0,동요틀때 클로바앱에서 아기이름 등록하라는데 어떻게하나요 안보이네요,동요틀때 클로바앱에서 아기이름 등록하라는데 어떻게하나요 안보이네요,동요틀때 클로바앱에서 아기이름 등록 하 라는데 어떻 게 하 나요 안보 이 네요
56,DJ LoVeR,2,2019년 1월 26일,1,스피커 킬 때 소리 안 나오게 설정할 수는 없나요? 시간이 너무 오래 걸려서 불편해요. 배터리도 너무 짧아서 맨날 껐다가 꼈다가 해야하는데 이게 너무 귀찮네요. 음성으로 종료하는 기능도 없으니 일일이 손으로 해야하고 불편합니다.,스피커 킬 때 소리 안 나오게 설정할 수는 없나요? 시간이 너무 오래 걸려서 불편해요. 배터리도 너무 짧아서 맨날 껐다가 꼈다가 해야하는데 이게 너무 귀찮네요. 음성으로 종료하는 기능도 없으니 일일이 손으로 해야하고 불편합니다.,스피커 키 ㄹ 때 소리 안 나오 게 설정 하 ㄹ 수 는 없 나요 ? 시간 이 너무 오래 걸리 어서 불편 하 아요 . 배터리 도 너무 짧 아서 맨날 끄 었 다가 끼 었 다가 하 아야 하 는데 이 게 너무 귀찮 네요 . 음성 으로 종료 하 는 기능 도 없 으니 일일이 손 으로 하 아야 하 고 불편 하 ㅂ니다 .
57,이유진,1,2019년 4월 24일,0,널 설치한게 젤후회되 ㅠ 말귀못알아먹는 클로바ㅎ,널 설치한게 젤후회되 ㅠ 말귀못알아먹는 클로바ㅎ,너 ㄹ 설치 하 ㄴ 게 젤후회 되 ㅠ 말귀못알아먹 는 클로바ㅎ
58,Google 사용자,2,2018년 12월 10일,0,"초기에 배타버전 사용하고 실망해서 지웠는데요. 유인나 목소리 때문에 다시 깔았어요. 그런데 역시 목소리 말고 기대를 충족 시키지 못하네요. 더 좋은 클로바가 되기를 바라며 제가 생각하는 개선사항을 말씀드릴게요. 첫 째, 개인의 목소리도 클로바에 적용 시킬 수 있으면 좋을 듯 합니다. 둘 째, 다른 어플리케이션도 사용 할 수 있어야 합니다. 예컨데, 음악 틀어달라고 하면 네이버 뮤직만 지원하는 문제요. 이 외에도 다른 어플리케이션으로도 지원 하면 좋을 듯 합니다.",초기에 배타버전 사용하고 실망해서 지웠는데요. 유인나 목소리 때문에 다시 깔았어요. 그런데 역시 목소리 말고 기대를 충족 시키지 못하네요. 더 좋은 클로바가 되기를 바라며 제가 생각하는 개선사항을 말씀드릴게요. 첫 째 개인의 목소리도 클로바에 적용 시킬 수 있으면 좋을 듯 합니다. 둘 째 다른 어플리케이션도 사용 할 수 있어야 합니다. 예컨데 음악 틀어달라고 하면 네이버 뮤직만 지원하는 문제요. 이 외에도 다른 어플리케이션으로도 지원 하면 좋을 듯 합니다.,초기 에 배타버전 사용 하 고 실망 하 아서 지우 었 는데요 . 유인 나 목소리 때문 에 다시 깔 았 어요 . 그런데 역시 목소리 말 고 기대 를 충족 시키 지 못하 네요 . 더 좋 은 클로바 가 되 기 를 바라 며 제가 생각 하 는 개선사항 을 말씀 드리 ㄹ게요 . 첫 째 개인 의 목소리 도 클로바 에 적용 시키 ㄹ 수 있 으면 좋 을 듯 하 ㅂ니다 . 둘 째 다른 어플리케이션 도 사용 하 ㄹ 수 있 어야 하 ㅂ니다 . 예컨대 음악 틀 어 달 라고 하 면 네이버 뮤직 만 지원 하 는 문제 요 . 이 외 에 도 다른 어플리케이션 으로 도 지원 하 면 좋 을 듯 하 ㅂ니다 .
