,document_index,sentence_index,sentence,label,preprocessed_sentence,pos_sentence
53,753,1,!외부스피커 연결 블루투스 OUT 요즘 대세인 AI 스피커저는 그중 네이버 프렌즈 스피커 클로바를 좋아합니다.귀엽잖아요.. 곰돌이 브라운은 이미 소장중..출시 즉시 구매했습니다.네이버뮤직 년 정기결제권과 함께.집에서 우리 아이들의 친구로잘때는 동화도 들려주고 자장가도 들려주고아침엔 뉴스도 들려줍니다.이친구 어찌나 재주가 많은지..그 중 가장 마음에 드는건 음악선곡!,1,!외부스피커 연결 블루투스 OUT 요즘 대세인 AI 스피커저는 그중 네이버 프렌즈 스피커 클로바를 좋아합니다.귀엽잖아요.. 곰돌이 브라운은 이미 소장중..출시 즉시 구매했습니다.네이버뮤직 년 정기결제권과 함께.집에서 우리 아이들의 친구로잘때는 동화도 들려주고 자장가도 들려주고아침엔 뉴스도 들려줍니다.이친구 어찌나 재주가 많은지..그 중 가장 마음에 드는건 음악선곡!,! 외부 스피커 연결 블루투스 OUT 요즘 대세 이 ㄴ AI 스피커 저 는 그중 네이버 프렌즈 스피커 클로바 를 좋아하 ㅂ니다 . 귀 엽 지 않 아요 . . 곰 돌이 브라운 은 이미 소장 중 .. 출시 즉시 구매 하 았 습니다 . 네이버 뮤직 년 정기 결제 권 과 함께 . 집 에서 우리 아이들 의 친구 로 잘 때 는 동화 도 들려주 고 자장가 도 들려주 고 아침 에 ㄴ 뉴스 도 들려주 ㅂ니다 . 이 친구 어찌나 재주 가 많 은지 .. 그 중 가장 마음 에 들 는 건 음악 선곡 !
54,3310,14,미국에 사는 삼촌네 날씨까지 매일 체크하는 집요한녀석 ㅋㅋ 몇일전 미국오빠사는 덴버에 눈왔다는 것도 아들이 말해줘 알았네요 ㅎㅎ 미세먼지물어보는 이유는요 날씨가 좋아야 밖에서 놀수있거든요 ㅎㅎㅎㅎㅎㅎㅎㅎ 우리 어른들은 핸드폰으로 날씨정보를 알아볼수 있지만 핸드폰없는 어린이들에겐 참으로 좋은 육아템 이라 봅니다.,1,미국에 사는 삼촌네 날씨까지 매일 체크하는 집요한녀석 ㅋㅋ 몇일전 미국오빠사는 덴버에 눈왔다는 것도 아들이 말해줘 알았네요 ㅎㅎ 미세먼지물어보는 이유는요 날씨가 좋아야 밖에서 놀수있거든요 ㅎㅎㅎㅎㅎㅎㅎㅎ 우리 어른들은 핸드폰으로 날씨정보를 알아볼수 있지만 핸드폰없는 어린이들에겐 참으로 좋은 육아템 이라 봅니다.,미국 에 살 는 삼촌 네 날씨 까지 매일 체크 하 는 집요 하 ㄴ 녀석 ㅋㅋ 몇 일 전 미국 오빠 사 는 덴버 에 눈 오 았 다는 것 도 아들 이 말 하 아 주 어 알 았 네요 ㅎㅎ 미세먼지 물어보 는 이유 는 요 날씨 가 좋 아야 밖 에서 놀 수 있 거든요 ㅎㅎㅎㅎㅎㅎㅎㅎ 우리 어른 들 은 핸드폰 으로 날씨 정보 를 알아보 ㄹ 수 있 지만 핸드폰 없 는 어린이 들 에게 ㄴ 참으로 좋 은 육아템 이 이 라 보 ㅂ니다 .
55,1708,13,사용자의 의도를 담아서 명령을 내리기 어렵다는 게 사물인터넷 확산을 방해하는 요소였는데 이번 LG 유플러스 우리집IoT 동시실행 업데이트는 상당히 반갑네요.,1,사용자의 의도를 담아서 명령을 내리기 어렵다는 게 사물인터넷 확산을 방해하는 요소였는데 이번 LG 유플러스 우리집IoT 동시실행 업데이트는 상당히 반갑네요.,사용자 의 의도 를 담 아서 명령 을 내리 기 어렵 다는 게 사물 인터넷 확산 을 방해 하 는 요소 이 었 는데 이번 LG 유 플러스 우리집 IoT 동시 실행 업데이트 는 상당히 반갑 네요 .
56,2504,2,이젠 더 이상 TV가 바보상자가 아닌 디지털 매체인 거 아시죠?심지어 요즘은 칠판에 적어가며 하는 수업보단모니터를 통해 영상을 함께 보며 하는 수업도 많이 보셨을거예요.성교육도 무조건 쉬쉬 하는 것보단 알려줄 건 알려주고 올바른 성교육을 해야하는 것처럼..차산업혁명시대에선 부모가 아이들에게 해줘야할 것은 무조건 접하지 못하게 막는 것보단올바른 매체를 선택하고 고르는 눈을 길러줘야 한다고 생각하고요.좀 더 잘 올바르게 이용하는 법을 알려주는 게 부모 몫이라고 생각해요.,1,이젠 더 이상 TV가 바보상자가 아닌 디지털 매체인 거 아시죠?심지어 요즘은 칠판에 적어가며 하는 수업보단모니터를 통해 영상을 함께 보며 하는 수업도 많이 보셨을거예요.성교육도 무조건 쉬쉬 하는 것보단 알려줄 건 알려주고 올바른 성교육을 해야하는 것처럼..차산업혁명시대에선 부모가 아이들에게 해줘야할 것은 무조건 접하지 못하게 막는 것보단올바른 매체를 선택하고 고르는 눈을 길러줘야 한다고 생각하고요.좀 더 잘 올바르게 이용하는 법을 알려주는 게 부모 몫이라고 생각해요.,이제 ㄴ 더 이상 TV 가 바보상자 가 아니 ㄴ 디지털 매체 이 ㄴ 거 알 시 죠 ? 심지어 요즘 은 칠판 에 적 어 가 며 하 는 수업 보 단 모니터 를 통하 아 영상 을 함께 보 며 하 는 수업 도 많이 보 시 었 을 거 예요 . 성교육 도 무조건 쉬쉬 하 는 것 보다 ㄴ 알리 어 주 ㄹ 건 알리 어 주 고 올바르 ㄴ 성교육 을 하 아야 하 는 것 처럼 .. 차 산업 혁명 시대 에선 부모 가 아이들 에게 하 아 주 어야 하 ㄹ 것 은 무조건 접하 지 못하 게 막 는 것 보다 ㄴ 올바르 ㄴ 매체 를 선택 하 고 고르 는 눈 을 기르 어 주 어야 하 ㄴ다고 생각 하 고요 . 좀 더 잘 올바르 게 이용 하 는 법 을 알리 어 주 는 게 부모 몫 이 라고 생각 하 아요 .
57,496,77,그 사진은 보여지는 그대로의 것이 아니게됩니다.,0,그 사진은 보여지는 그대로의 것이 아니게됩니다.,그 사진 은 보이 어 지 는 그대로 의 것 이 아니 게 되 ㅂ니다 .
58,18,10,엔터테이먼트 분야 네이버 뮤직은 이미 여러 엔터테이먼트와 계약을 맺고 음악서비스를 하고 있는데 툭하니 YG와 제휴를 한것을 보면 분명 뭔가가 있습니다.,0,엔터테이먼트 분야 네이버 뮤직은 이미 여러 엔터테이먼트와 계약을 맺고 음악서비스를 하고 있는데 툭하니 YG와 제휴를 한것을 보면 분명 뭔가가 있습니다.,엔터 테이 머 ㄴ 트 분야 네이버 뮤직 은 이미 여러 엔터 테이 머 ㄴ 트 오 아 계약 을 맺 고 음악 서비스 를 하 고 있 는데 툭 하 니 YG 와 제휴 를 한 것 을 보 면 분명 뭔 가가 있 습니다 .
59,2684,29,그마저도 시리가 잘 알아듣지 못할 때가 많아 AI는 아직 먼 이야기인가 생각했는데 클로바는 좀 놀랍다.,1,그마저도 시리가 잘 알아듣지 못할 때가 많아 AI는 아직 먼 이야기인가 생각했는데 클로바는 좀 놀랍다.,그 마저 도 시리 가 잘 알아듣 지 못하 ㄹ 때 가 많 아 AI 는 아직 멀 ㄴ 이야기 이 ㄴ가 생각 하 았 는데 클로바 는 좀 놀랍 다 .
60,1802,1,전기요금 꽤나 많이 나오는 아는 여자가 이런 포스팅 쓰려니 부끄럽네요.,0,전기요금 꽤나 많이 나오는 아는 여자가 이런 포스팅 쓰려니 부끄럽네요.,전기 요금 꽤 나 많이 나오 는 아는 여자 가 이런 포스팅 쓰 려니 부끄럽 네요 .
61,1724,11,본질에 집중한 학습법으로 기초부터 차근 차근 공부할 수 있는데요 !,1,본질에 집중한 학습법으로 기초부터 차근 차근 공부할 수 있는데요 !,본질 에 집중 하 ㄴ 학습법 으로 기초 부터 차근 차근 공부 하 ㄹ 수 있 는데요 !
62,1240,45,게임만 하고 있진 않을까?,-1,게임만 하고 있진 않을까?,게임 만 하 고 있 지 ㄴ 않 을까 ?
63,1568,151,하지마세요!!,-1,하지마세요!!,하 지 말 아 세 요 !!
64,2800,21,윗 캡이 상당히 강력하게 박혀있어서 처음에는 강제로 뽑으면 고장이 나면 어떻게 해야 하나 조마조마했던 기억이 있지만 그냥 있는 힘껏 빼면 빠지는 거 실화랍니다.,0,윗 캡이 상당히 강력하게 박혀있어서 처음에는 강제로 뽑으면 고장이 나면 어떻게 해야 하나 조마조마했던 기억이 있지만 그냥 있는 힘껏 빼면 빠지는 거 실화랍니다.,윗 캡 이 상당히 강력 하 게 박히 어 있 어서 처음 에 는 강제 로 뽑 으면 고장 이 나 면 어떻 게 하 아야 하나 조마조마 하 았 던 기억 이 있 지만 그냥 있 는 힘껏 빼 면 빠지 는 거 실화 이 랍니다 .
65,2147,10,외국 가수 중에서는 아바를 가장 좋아하신다.,1,외국 가수 중에서는 아바를 가장 좋아하신다.,외국 가수 중 에서 는 아바 를 가장 좋아하 시 ㄴ다 .
66,1592,51,AI 스피커 보급이 확대되면서 음성인식 기술 부문에서 앞서가는 IT 기업들이 유통업체들과 손잡고 시장에 뛰어드는 모양새다.,1,AI 스피커 보급이 확대되면서 음성인식 기술 부문에서 앞서가는 IT 기업들이 유통업체들과 손잡고 시장에 뛰어드는 모양새다.,AI 스피커 보급 이 확대 되 면서 음성 인식 기술 부문 에서 앞서 어 가 는 IT 기업 들 이 유통 업체 들 과 손잡 고 시장 에 뛰어들 는 모양 새 다 .
67,2552,8,학교를 마치고 ECC 어학원을 다녀온 율군의 오후 시간 중 일부는 U우리집AI YBM영어말하기로 시작한다.,1,학교를 마치고 ECC 어학원을 다녀온 율군의 오후 시간 중 일부는 U우리집AI YBM영어말하기로 시작한다.,학교 를 마치 고 ECC 어학원 을 다녀오 ㄴ 율 군 의 오후 시간 중 일부 는 U 우리집 AI YBM 영어 말 하 기 로 시작 하 ㄴ다 .
68,3113,20,그렇다면 에스원의 음성인식 보안서비스는 어떤 것일까요?,0,그렇다면 에스원의 음성인식 보안서비스는 어떤 것일까요?,그렇 다면 에스원 의 음성 인식 보안 서비스 는 어떤 것 이 ㄹ까요 ?
69,2006,54,방수 기능은 최대 미터까지 방수 기능이 적용되며 흐르는 물에도 손쉽게 세척할 수 있는 기반이 됩니다.,0,방수 기능은 최대 미터까지 방수 기능이 적용되며 흐르는 물에도 손쉽게 세척할 수 있는 기반이 됩니다.,방수 기능 은 최대 미터 까지 방수 기능 이 적용 되 며 흐르 는 물 에 도 손쉽 게 세척 하 ㄹ 수 있 는 기반 이 되 ㅂ니다 .
70,190,8,캐릭터는 브라운으로 구입을 했다.,1,캐릭터는 브라운으로 구입을 했다.,캐릭터 는 브라운 으로 구입 을 하 았 다 .
71,1776,20,?반성해라 오늘 부터 하나씩 위 스피커들을 하나 씩 보여 드릴께요^^우선 U의 클로바네이버와 협약하여 만든 스피커로 최대 장점은 충전용 스피커입니다.,1,?반성해라 오늘 부터 하나씩 위 스피커들을 하나 씩 보여 드릴께요^^우선 U의 클로바네이버와 협약하여 만든 스피커로 최대 장점은 충전용 스피커입니다.,? 반성 하 아라 오늘 부터 하나 씩 위 스피커 들 을 하나 씩 보이 어 드릴 께 요 ^ ^ 우선 U 의 클로바 네이버 와 협약 하 아 만들 ㄴ 스피커 로 최대 장점 은 충전 용 스피커 이 ㅂ니다 .
72,1387,16,요미요미귀요미 클로바프렌즈 스피커를 선물로 !!!!!,1,요미요미귀요미 클로바프렌즈 스피커를 선물로 !!!!!,요미 요미 귀 요미 클로바 프렌즈 스피커 를 선물 로 !!! !!
73,1989,33,와이프가 스마트홈을 사용하기에는 어렵다고 느끼는 점이 많았다.,-1,와이프가 스마트홈을 사용하기에는 어렵다고 느끼는 점이 많았다.,와이프 가 스마트 홈 을 사용 하 기 에 는 어렵 다고 느끼 는 점 이 많 았 다 .
74,3383,13,귀로 듣고 대화하는 인공지능 스피커 이제는 본다 한 번쯤 인공지능 AI 스피커에 왜 화면이 없는지 의구심을 부천내구제가져본 이들도 있을 것이다.,1,귀로 듣고 대화하는 인공지능 스피커 이제는 본다 한 번쯤 인공지능 AI 스피커에 왜 화면이 없는지 의구심을 부천내구제가져본 이들도 있을 것이다.,귀로 듣 고 대화 하 는 인공지능 스피커 이제 는 보 ㄴ다 한 번 쯤 인공지능 AI 스피커 에 왜 화면 이 없 는지 의구심 을 부천 내 구제 가지 어 보 ㄴ 이 들 도 있 을 것 이 다 .
75,490,0,정말 간만에 써보는 근황.년과 작년을 비교해보면솔직히 나에게 있어서는 정작아주 크게 달라진 건 없는 삶이지만그래도 불안해하던 작년과 비교해볼때많이 안정되었고 좋아진 한해였다.보이지 않는 눈칫밥 먹던 삶을 청산하고이제 너무 힘든 날에는 이렇게내가 소소하게 커스텀한 스타벅스 아이스 돌체라떼도벤티로 빨포마냥 쪽쪽 빨아주면하루하루 열심히 살아가고 있다.덕분에 블로그는... 황폐해지고 있다는게 문제지만ㅠㅠ내년에는 현생도 잘 붙잡고블로그도 다시 열심히 해야지.위의 내용을 사실 크리스마스 이브에혼자 힐링힐링하면서 쉬다가 쓴거였는데뭔가의 이유로 포스팅 업로드까지는 가지 못하고임시저장만 해서 이제 다시 소소근황을 써볼까 하다가발견해서 좀 더 써서 이걸로 포스팅해보자 하고 몇자 더 적었다.이러고 나서 올해의 마지막 출근날나는 또 스타벅스에서 가서일반우유로 변경 연유시럽 최대로 많이로 해서정말정말 짱짱 달다구리한 아이스 돌체라떼를맛나게 먹어줬다.,0,정말 간만에 써보는 근황.년과 작년을 비교해보면솔직히 나에게 있어서는 정작아주 크게 달라진 건 없는 삶이지만그래도 불안해하던 작년과 비교해볼때많이 안정되었고 좋아진 한해였다.보이지 않는 눈칫밥 먹던 삶을 청산하고이제 너무 힘든 날에는 이렇게내가 소소하게 커스텀한 스타벅스 아이스 돌체라떼도벤티로 빨포마냥 쪽쪽 빨아주면하루하루 열심히 살아가고 있다.덕분에 블로그는... 황폐해지고 있다는게 문제지만ㅠㅠ내년에는 현생도 잘 붙잡고블로그도 다시 열심히 해야지.위의 내용을 사실 크리스마스 이브에혼자 힐링힐링하면서 쉬다가 쓴거였는데뭔가의 이유로 포스팅 업로드까지는 가지 못하고임시저장만 해서 이제 다시 소소근황을 써볼까 하다가발견해서 좀 더 써서 이걸로 포스팅해보자 하고 몇자 더 적었다.이러고 나서 올해의 마지막 출근날나는 또 스타벅스에서 가서일반우유로 변경 연유시럽 최대로 많이로 해서정말정말 짱짱 달다구리한 아이스 돌체라떼를맛나게 먹어줬다.,정말 간만 에 쓰 어 보 는 근황 . 년 과 작년 을 비교 해보면 솔직히 나 에게 있 어서 는 정작 아주 크 게 달라지 ㄴ 건 없 는 삶 이 지만 그러 어도 불안 하 아 하 던 작년 과 비교 하 아 보 ㄹ 때 많이 안정 되 었 고 좋 아 지 ㄴ 한해 이 었 다 . 보이 지 않 는 눈칫밥 먹 던 삶 을 청산 하고 이제 너무 힘들 ㄴ 날 에 는 이렇 게 내 가 소소 하 게 커스텀한 스타벅스 아이스 돌 체 이 라 떼 어도 베 ㄴ 티 로 빨 ㄹ 포 마냥 쪽 쪽 빨 ㄹ 아주 면 하루하루 열심히 살아가 고 있 다 . 덕분 에 블로그 는 ... 황폐 하 아 지 고 있 다는 게 문제지마뉴ㅠ내년에는 현 생도 잘 붙잡 고 블로 그 도 다시 열심히 하 아야지 . 위 의 내용 을 사실 크리스마스 이브 에 혼자 힐링 힐링 하 면서 쉬 다가 쓰 ㄴ 거 이 었 는 데 뭔 가의 이유 로 포스팅 업로드 까지 는 가지 못하 고 임시 저장 만 하 아서 이제 다시 소소 근황 을 쓰 어 보 ㄹ까 하 다가 발견 하 아서 좀 더 쓰 어서 이 것 로 포스팅 하 아 보 자 하 고 몇 자 더 적 었 다 . 이러 고 나서 어 올해 의 마지막 출근 날 나 는 또 스타벅스 에서 가서일 반 우유 로 변경 연유 시럽 최대 로 많이 로 해서 정말 정말 짱 짱 달 다구리 하 ㄴ 아이스 돌 체 라 떼 를 맛 나 게 먹 어 주 었 다 .
76,856,34,어린이를 위한 음성으로 듣는 동요동화 콘텐츠를 해주거든요.,1,어린이를 위한 음성으로 듣는 동요동화 콘텐츠를 해주거든요.,어린이 를 위하 ㄴ 음성 으로 듣 는 동요 동화 콘텐츠 를 하 아 주 거든요 .
77,824,19,튼살생기면 보기 좋지 않으니깐 하루에 꼭 두번씩 발라주고 있어요ㅎㅎ관리 또 관리를 해야죵^^ 오늘 하루도 엄청 빨리 갔네요 ㅠ 딱히 뭐한것도 없는것같은데... 하루하루가 너무 빨리 가서 탈이네요!!!,0,튼살생기면 보기 좋지 않으니깐 하루에 꼭 두번씩 발라주고 있어요ㅎㅎ관리 또 관리를 해야죵^^ 오늘 하루도 엄청 빨리 갔네요 ㅠ 딱히 뭐한것도 없는것같은데... 하루하루가 너무 빨리 가서 탈이네요!!!,트 ㄴ 살 생기 면 보 기 좋 지 않 으니깐 하루 에 꼭 두 번 씩 바르 아 주 고 있어욯ㅎ관리 또 관리 를 해야죵^^ 오늘 하루 도 엄청 빨리 가 았 네요 ㅠ 딱히 뭐 하 ㄴ 것 도 없 는 것 같 은데 ... 하루하루 가 너무 빨리 가 아서 탈 이 네요 ! !!
